review,rating
Bass quality is good,4.0 out of 5 stars
I've been using them since 2 months. They become a pain to the ear sometimes but still the quality's worth the price! Its dosent include any noise cancellation so dont keep the high hopes! Also the Foldable nature comes in handy certain times so i think its pretty cool .,4.0 out of 5 stars
"Sound quality is nice, but does not have stereo effrcts. Bass is good. Mic quality is poor when you are using this with your laptop. Your voice is not transmitted clearly to opposite person. However you will not face the same issue while using with your cell phone",4.0 out of 5 stars
"Sound quality is nice, but does not have stereo effrcts. Bass is good. Mic quality is poor when you are using this with your laptop. Your voice is not transmitted clearly to opposite person. However you will not face the same issue while using with your cell phone",5.0 out of 5 stars
Good quality,5.0 out of 5 stars
A great value for money. The bass is clear and prominent but not so overpowering as to drown the other frequencies. This headphone is a reasonable balance between a booming sound and mid-range frequencies. The build is also solid and what I liked most was the metal spring support provided for the wire at the jack connections.so as to prevent the wire from splitting up. The ear cups have so far withstood the sweat test and I believe will outlive the more expensive Bose headphone cups. The only drawback I see with this headphone is its slightly higher weight compared to the prohibitively expensive high end Bose headphones. But then u don't have to burn a big hole in your pocket for this headset.,4.0 out of 5 stars
Good,4.0 out of 5 stars
i like this products sound are good calling with mic no problems but only one problm i faced its not for gaming like pubg if you play . in game enemy your left side but sound sround by all directions. gaming performance are bad .,3.0 out of 5 stars
Bass is better but noise cancellation not working i think 🙄,4.0 out of 5 stars
Awesome Headphone with mic. Great Sound Quality,5.0 out of 5 stars
